customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Segment_Name,Estimated_CLV,Retention_Action
5712-AHQNN,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,0,0.11384734,High Value / High Tenure,805.0254047870636,Low Risk: Upsell Premium Channels
4846-WHAFZ,Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,1,0.83784115,Low Value / Low Tenure,91.30609095096588,Offer 20% discount on Annual Upgrade
5256-SKJGO,Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,0,0.006488703,High Value / High Tenure,5460.0,Low Risk: Upsell Premium Channels
3071-VBYPO,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,0,0.07730381,Low Value / Low Tenure,1162.297189092636,Low Risk: Upsell Premium Channels
9560-BBZXK,Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,0,0.013434403,High Value / Low Tenure (High Risk),2311.2303634643554,Low Risk: Upsell Premium Channels
5299-RULOA,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,1,0.8917108,Low Value / Low Tenure,112.42434141039848,Offer 20% discount on Annual Upgrade
8402-OOOHJ,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,0,0.004311956,High Value / Low Tenure (High Risk),2065.0,Low Risk: Upsell Premium Channels
9445-ZUEQE,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,0,0.19090922,Low Value / Low Tenure,446.28539314270023,Low Risk: Upsell Premium Channels
1091-SOZGA,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,0,0.05500162,High Value / High Tenure,1814.4919479370117,Low Risk: Upsell Premium Channels
2928-HLDBA,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,0,0.012809994,High Value / Low Tenure (High Risk),1615.9258094787597,Low Risk: Upsell Premium Channels
0404-SWRVG,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,1,0.6802593,Low Value / Low Tenure,109.37005977630616,Offer free Tech Support visit / Router check
6497-TILVL,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,0,0.05828747,Low Value / Low Tenure,869.8267101287843,Low Risk: Upsell Premium Channels
7219-TLZHO,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,0,0.14127554,High Value / Low Tenure (High Risk),147.58393692970276,Low Risk: Upsell Premium Channels
4622-YNKIJ,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,0,0.017578127,Low Value / Low Tenure,5060.266025733948,Low Risk: Upsell Premium Channels
4412-YLTKF,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,1,0.6478573,Low Value / Low Tenure,120.47406002283095,Offer free Tech Support visit / Router check
6734-PSBAW,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,0,0.00012723215,High Value / Low Tenure (High Risk),2355.0,Low Risk: Upsell Premium Channels
3930-ZGWVE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0,0.39623278,High Value / Low Tenure (High Risk),49.844435811042786,Monitor Account
2639-UGMAZ,Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,0,0.009681256,High Value / High Tenure,5645.0,Low Risk: Upsell Premium Channels
2876-GZYZC,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,0,0.615004,Low Value / Low Tenure,139.7551855802536,Offer free Tech Support visit / Router check
6207-WIOLX,Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,1,0.60044694,Low Value / Low Tenure,97.59397151470185,Monitor Account
8587-XYZSF,Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,0,0.0010261612,High Value / High Tenure,5055.0,Low Risk: Upsell Premium Channels
3091-FYHKI,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,1,0.9812345,High Value / Low Tenure (High Risk),36.127959579229355,Offer 20% discount on Annual Upgrade
2372-HWUHI,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,1,0.5743445,Low Value / Low Tenure,77.21845967173577,Monitor Account
7799-LGRDP,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,0,0.012519676,High Value / Low Tenure (High Risk),2052.7686767578125,Low Risk: Upsell Premium Channels
7850-VWJUU,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,0,0.3455727,Low Value / Low Tenure,217.03103184700012,Monitor Account
3774-VBNXY,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,0,0.00059298484,High Value / Low Tenure (High Risk),2020.0,Low Risk: Upsell Premium Channels
6217-KDYWC,Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,0,0.1666841,High Value / Low Tenure (High Risk),117.58770065307618,Low Risk: Upsell Premium Channels
0390-DCFDQ,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,1,0.83576113,Low Value / Low Tenure,84.29442043304444,Offer 20% discount on Annual Upgrade
3146-MSEGF,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,0,0.00043204066,High Value / High Tenure,8805.0,Low Risk: Upsell Premium Channels
4080-OGPJL,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,1,0.4267917,Low Value / Low Tenure,166.70895767211914,Monitor Account
1095-WGNGG,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,0,0.010348702,High Value / High Tenure,9764.50979232788,Low Risk: Upsell Premium Channels
2636-SJDOU,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,0,0.017091269,High Value / High Tenure,4932.343013763428,Low Risk: Upsell Premium Channels
1131-QQZEB,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,0,4.88222e-05,High Value / Low Tenure (High Risk),2395.0,Low Risk: Upsell Premium Channels
5716-EZXZN,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,0,0.014363057,High Value / High Tenure,6896.164304351806,Low Risk: Upsell Premium Channels
6837-BJYDQ,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,0,0.07836092,High Value / Low Tenure (High Risk),250.1246780395508,Low Risk: Upsell Premium Channels
2135-RXIHG,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,1,0.81584364,Low Value / Low Tenure,55.95434874892235,Offer 20% discount on Annual Upgrade
6440-DKQGE,Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,0,0.02710721,Low Value / Low Tenure,2379.440637588501,Low Risk: Upsell Premium Channels
3466-BYAVD,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,0,0.07306206,Low Value / Low Tenure,951.2460551261902,Low Risk: Upsell Premium Channels
3780-YVMFA,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,0,0.12827429,Low Value / Low Tenure,534.4017120838165,Low Risk: Upsell Premium Channels
3874-EQOEP,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,1,0.9445714,Low Value / Low Tenure,100.57471871376038,Offer 20% discount on Annual Upgrade
1679-JRFBR,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,0,0.07783524,High Value / High Tenure,1389.4735077381135,Low Risk: Upsell Premium Channels
9073-ZZIAY,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,0,0.0031556888,High Value / High Tenure,8610.0,Low Risk: Upsell Premium Channels
3077-RSNTJ,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,0,0.08623183,High Value / Low Tenure (High Risk),228.45393228530884,Low Risk: Upsell Premium Channels
6551-GNYDG,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,0,0.50456417,Low Value / Low Tenure,160.3363928437233,Monitor Account
9167-APMXZ,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,0,0.26417428,Low Value / Low Tenure,318.5397174596787,Monitor Account
2749-CTKAJ,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,0,0.003911478,High Value / Low Tenure (High Risk),2014.9999999999998,Low Risk: Upsell Premium Channels
6371-NZYEG,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,0,0.004327124,Low Value / Low Tenure,6425.0,Low Risk: Upsell Premium Channels
7554-NEWDD,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,0,0.014618789,High Value / Low Tenure (High Risk),1758.0116058349608,Low Risk: Upsell Premium Channels
8992-VONJD,Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,0,0.11060113,Low Value / Low Tenure,506.3239517211914,Low Risk: Upsell Premium Channels
0867-MKZVY,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,1,0.52892303,Low Value / Low Tenure,155.7882661819458,Monitor Account
4482-EWFMI,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,0,0.5693565,Low Value / Low Tenure,122.41890231370927,Monitor Account
4648-YPBTM,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,0,0.003024345,High Value / High Tenure,7390.000000000001,Low Risk: Upsell Premium Channels
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,0,0.0046378314,High Value / Low Tenure (High Risk),2060.0,Low Risk: Upsell Premium Channels
6345-FZOQH,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,0,0.0010544986,High Value / Low Tenure (High Risk),1989.9999999999998,Low Risk: Upsell Premium Channels
3376-BMGFE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,1,0.9108276,Low Value / Low Tenure,77.84129828214645,Offer 20% discount on Annual Upgrade
5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,0,0.00045217792,High Value / High Tenure,8905.0,Low Risk: Upsell Premium Channels
3445-HXXGF,Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,1,0.5851331,High Value / Low Tenure (High Risk),77.418288230896,Monitor Account
1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,0,0.06747235,High Value / Low Tenure (High Risk),302.3460479736328,Low Risk: Upsell Premium Channels
7654-YWJUF,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,0,0.078290924,High Value / High Tenure,1076.114543914795,Low Risk: Upsell Premium Channels
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,1,0.9805578,Low Value / Low Tenure,106.47001433372498,Offer 20% discount on Annual Upgrade
6727-IOTLZ,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,0,0.0015194888,Low Value / Low Tenure,8195.0,Low Risk: Upsell Premium Channels
0691-JVSYA,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,1,0.56126803,High Value / High Tenure,168.9923468530178,Monitor Account
5918-VUKWP,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,0,0.049102295,High Value / Low Tenure (High Risk),418.51403274536136,Low Risk: Upsell Premium Channels
1744-JHKYS,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,0,0.047767095,High Value / Low Tenure (High Risk),517.0923667907715,Low Risk: Upsell Premium Channels
2656-FMOKZ,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,1,0.83785814,Low Value / Low Tenure,88.85752477049827,Offer 20% discount on Annual Upgrade
2070-FNEXE,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,1,0.25379527,Low Value / Low Tenure,301.22705746889113,Monitor Account
5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,0,0.2575128,Low Value / Low Tenure,409.105862891674,Monitor Account
3712-PKXZA,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,0,0.0066626924,High Value / Low Tenure (High Risk),2055.0,Low Risk: Upsell Premium Channels
6317-YPKDH,Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,1,0.66881925,High Value / Low Tenure (High Risk),44.78040925264359,Monitor Account
6582-OIVSP,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,0,0.51066464,Low Value / Low Tenure,88.70792244672775,Monitor Account
9367-WXLCH,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,1,0.7545775,Low Value / Low Tenure,111.98319435119629,Offer 20% discount on Annual Upgrade
5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,0,0.054613408,Low Value / Low Tenure,1368.711525440216,Low Risk: Upsell Premium Channels
1918-ZBFQJ,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,1,0.7753969,Low Value / Low Tenure,102.2057232260704,Offer 20% discount on Annual Upgrade
1024-GUALD,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,1,0.7767969,High Value / Low Tenure (High Risk),31.925976943969726,Offer 20% discount on Annual Upgrade
4827-USJHP,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,0,0.052102394,Low Value / Low Tenure,994.1961566925048,Low Risk: Upsell Premium Channels
8167-GJLRN,Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,0,0.13692373,High Value / Low Tenure (High Risk),222.02141876220702,Low Risk: Upsell Premium Channels
0956-SYCWG,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,0,0.023584234,High Value / Low Tenure (High Risk),833.1837169647216,Low Risk: Upsell Premium Channels
8017-UVSZU,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,0,0.13580647,High Value / Low Tenure (High Risk),416.76954555511475,Low Risk: Upsell Premium Channels
7100-FQPRV,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,0,0.048109885,High Value / High Tenure,1494.4953844070435,Low Risk: Upsell Premium Channels
2472-OVKUP,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,1,0.7604523,Low Value / Low Tenure,119.66563439369202,Offer 20% discount on Annual Upgrade
2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,0,0.002880333,High Value / Low Tenure (High Risk),1975.0,Low Risk: Upsell Premium Channels
9680-NIAUV,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,0,0.00186526,High Value / High Tenure,10970.0,Low Risk: Upsell Premium Channels
2146-EGVDT,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,0,0.0052952045,High Value / Low Tenure (High Risk),1930.0,Low Risk: Upsell Premium Channels
2604-IJPDU,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,0,0.35515597,Low Value / Low Tenure,271.85238733291624,Monitor Account
9178-JHUVJ,Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,0,0.0013403855,High Value / Low Tenure (High Risk),2410.0,Low Risk: Upsell Premium Channels
6168-YBYNP,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,0,0.111557856,High Value / High Tenure,998.1368057250976,Low Risk: Upsell Premium Channels
7255-SSFBC,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,0,0.010903731,High Value / High Tenure,10294.640943527222,Low Risk: Upsell Premium Channels
3645-DEYGF,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,0,0.13870533,High Value / Low Tenure (High Risk),149.59771525859833,Low Risk: Upsell Premium Channels
